,sex,foreigner,national_group,province_resid,age_atmaincrime,dateofbirth,priorcrimes_dummy,priorcrimes_number_group,maincrime_cat,maincrime_violent,totalmaincrimes_number,maincrime_date,province_execution,maincrime_program,maincrime_program2,maincrime_program_group,maincrime_programduration_group,V28_temps_inici,V29_durada_programa,V30_data_inici_programa,V31_data_fi_programa,V54_SAVRYprograma,V55_SAVRYdata,V56_@R1_resum_risc_global_reverse,V57_@R2_resum_risc_delictes_violents,V58_@R3_resum_risc_violencia_centre,V59_@R4_resum_risc_sortides_permisos,V60_SAVRY_total_score,V61_SAVRY_historics_total_score,V62_SAVRY_socials_total_score,V63_SAVRY_individuals_total_score,V64_SAVRY_proteccio_total_score,V65_@1_violencia_previa,V66_@2_historia_delictes_no_violents,V67_@3_inici_precoç_violencia,V68_@4_fracas_intervencions_anteriors,V69_@5_intents_autolesio_suicidi_anteriors,V70_@6_exposicio_violencia_llar,V71_@7_historia_maltracte_infantil,V72_@8_delinquencia_pares,V73_@9_separacio_precoç_pares,V74_@10_baix_rendiment_escola,V75_@11_delinquencia_grup_iguals,V76_@12_rebuig_grup_iguals,V77_@13_estrés_incapacitat_enfrontar_dificultats,V78_@14_escassa_habilitat_pares_educar,V79_@15_manca_suport_personal_social,V80_@16_entorn_marginal,V81_@17_actitud_negatives,V82_@18_assumpcio_riscos_impulsivitat,V83_@19_problemes_consum_toxics,V84_@20_problemes_maneig_enuig,V85_@21_baix_nivell_empatia_remordiment,V86_@22_problemes_concentracio_hiperactivitat,V87_@23_baixa_colaboracio_intervencions,V88_@24_baix_compromis_escolar_laboral,V89_@P1_impicacio_prosocial,V90_@P2_suport_social_fort,V91_@P3_forta_vinculacio_adult_prosocial,V92_@P4_actitud_positiva_intervencions_autoritat,V93_@P5_fort_compromis_escola_treball,V94_@P6_perseverança_tret_personalitat,V95_FACT1mean_ANTISOCIAL,V96_FACT2mean_DINAMICAFAM,V97_FACT3mean_PERSONALITAT,V98_FACT4mean_SUPORTSOCIAL,V99_FACT5mean_SUSCEPTIBILITAT,recid15_date,recid15_age,recid15_number,recid15_durat_group,recid15_crime_group,recid15_crime_viol,recid15_program,recid15_program_group,recid15_totsum,recid15_dummy,recid13_date,recid13_age,recid13_number,recid13_durat_group,recid13_crime_group,recid13_crime_viol,recid13_program,recid13_program_group,recid13_totsum,recid13_dummy,maincrime_year,recid15_viol
2302,Home,Espanyol,Spain,Barcelona,17.0,1990-11-21,Sense antecedents,2 fets,Contra la propietat no violent,No violent,2,2008-09-17,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,405.0,359,2009-10-27,2010-10-21,Llibertat vigilada,2010-10-01,Baixa,notapplicable,notapplicable,notapplicable,23.0,7.0,8.0,8.0,1.0,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Moderat,Alt,Alt,Baix,Alt,Alt,Moderat,Moderat,Moderat,Alt,Alt,Alt,Baix,Moderat,Baix,Baix,Absent,Present,Present,Present,Present,Present,1.0,0.5,1.14,0.8,0.43,2011-05-23 00:00:00,20.0,1.0,De 6 mesos a 1 any,Contra les persones,Violent,SIPC - Localització permanent,LP,1 reincidència,Sí,2011-05-23 00:00:00,20.0,1.0,De 6 mesos a 1 any,Contra les persones,Violent,SIPC - Localització permanent,LP,1 reincidència,Sí,2008,True
2303,Home,Espanyol,Spain,Barcelona,17.0,1991-01-25,Sense antecedents,1 fet,Altres,No violent,1,2008-09-16,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,253.0,358,2009-05-27,2010-05-21,Llibertat vigilada,2010-03-29,Moderada,notapplicable,notapplicable,notapplicable,19.0,8.0,5.0,6.0,4.0,Baix,Baix,Baix,Baix,Baix,Alt,Alt,Alt,Baix,Alt,Alt,Baix,Baix,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Absent,Absent,Present,Present,Absent,Absent,0.43,1.5,0.57,0.8,0.86,2010-06-05 00:00:00,19.0,3.0,Menys de 6 mesos,Altres,No violent,SIPC - Presó,Presó,2 o 3 reincidències,Sí,2010-06-05 00:00:00,19.0,3.0,Menys de 6 mesos,Altres,No violent,SIPC - Presó,Presó,2 o 3 reincidències,Sí,2008,False
2304,Home,Espanyol,Spain,Barcelona,15.0,1993-10-23,Sense antecedents,1 fet,Altres,No violent,1,2008-12-16,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,412.0,218,2010-02-01,2010-09-07,Llibertat vigilada,2010-02-26,Moderada,notapplicable,notapplicable,notapplicable,20.0,2.0,7.0,11.0,1.0,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Alt,Moderat,Alt,Moderat,Moderat,Baix,Alt,Moderat,Moderat,Alt,Alt,Baix,Moderat,Alt,Present,Present,Present,Absent,Present,Present,0.43,0.25,1.43,0.4,0.71,2011-03-26 00:00:00,17.0,3.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,Mediació i reparació menors,MRM,2 o 3 reincidències,Sí,2011-03-26 00:00:00,17.0,3.0,De 6 mesos a 1 any,Contra la propietat no violent,No violent,Mediació i reparació menors,MRM,2 o 3 reincidències,Sí,2008,False
2305,Home,Espanyol,Spain,Barcelona,15.0,1992-11-01,Sense antecedents,1 fet,Contra les persones,Violent,1,2008-10-01,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,288.0,296,2009-07-16,2010-05-08,Llibertat vigilada,2010-04-27,Baixa,notapplicable,notapplicable,notapplicable,21.0,9.0,7.0,5.0,4.0,Baix,Baix,Baix,Moderat,Baix,Alt,Alt,Moderat,Moderat,Alt,Moderat,Moderat,Alt,Alt,Moderat,Baix,Moderat,Moderat,Baix,Moderat,Moderat,Baix,Moderat,Baix,Absent,Absent,Present,Present,Absent,Absent,0.29,1.5,1.0,0.8,0.86,2010-08-22 00:00:00,17.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Prestacions en benefici de la comunitat,PBC,1 reincidència,Sí,2010-08-22 00:00:00,17.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Prestacions en benefici de la comunitat,PBC,1 reincidència,Sí,2008,False
2306,Home,Espanyol,Spain,Tarragona,15.0,1992-10-02,Sense antecedents,2 fets,Contra les persones,Violent,2,2008-04-28,Tarragona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,490.0,180,2009-08-31,2010-02-27,Llibertat vigilada,2010-02-25,Moderada,notapplicable,notapplicable,notapplicable,17.0,6.0,7.0,4.0,4.0,Alt,Baix,Alt,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Alt,Moderat,Alt,Moderat,Moderat,Baix,Moderat,Moderat,Baix,Baix,Moderat,Baix,Baix,Moderat,Absent,Absent,Present,Present,Absent,Absent,1.0,0.0,0.86,0.6,0.71,2010-04-07 00:00:00,17.0,2.0,Menys de 6 mesos,Altres,No violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2010-04-07 00:00:00,17.0,1.0,Menys de 6 mesos,Altres,No violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2008,False
2308,Home,Espanyol,Spain,Barcelona,14.0,1993-03-15,Sense antecedents,1 fet,Contra la propietat violent,Violent,1,2008-03-01,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,803.0,208,2010-05-13,2010-12-08,Llibertat vigilada,2010-08-31,Moderada,notapplicable,notapplicable,notapplicable,17.0,6.0,3.0,8.0,2.0,Alt,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Alt,Present,Present,Present,Present,Absent,Absent,0.71,0.0,0.71,0.4,1.0,2011-01-09 00:00:00,17.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Mediació i reparació menors,MRM,1 reincidència,Sí,2011-01-09 00:00:00,17.0,1.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Mediació i reparació menors,MRM,1 reincidència,Sí,2008,False
2309,Dona,Espanyol,Spain,Barcelona,14.0,1993-12-17,Sense antecedents,2 fets,Contra la propietat violent,Violent,2,2008-10-23,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,412.0,299,2009-12-09,2010-10-04,Llibertat vigilada,2010-10-04,Baixa,notapplicable,notapplicable,notapplicable,6.0,1.0,3.0,2.0,1.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Alt,Baix,Moderat,Baix,Baix,Moderat,Baix,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.14,0.0,0.29,0.4,0.29,2011-06-29 00:00:00,17.0,2.0,De 6 mesos a 1 any,Contra les persones,Violent,Llibertat vigilada,LV,2 o 3 reincidències,Sí,2011-06-29 00:00:00,17.0,2.0,De 6 mesos a 1 any,Contra les persones,Violent,Llibertat vigilada,LV,2 o 3 reincidències,Sí,2008,True
2310,Home,Espanyol,Spain,Barcelona,16.0,1993-01-21,Sense antecedents,1 fet,Contra la propietat violent,Violent,1,2009-02-08,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,396.0,268,2010-03-11,2010-12-05,Llibertat vigilada,2010-09-30,Baixa,Baixa,notapplicable,notapplicable,4.0,0.0,3.0,1.0,1.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Alt,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Present,Present,Present,Present,Present,Absent,0.14,0.0,0.0,0.4,0.29,2011-03-26 00:00:00,18.0,1.0,Menys de 6 mesos,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí,2011-03-26 00:00:00,18.0,1.0,Menys de 6 mesos,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí,2009,True
2313,Home,Espanyol,Spain,Barcelona,14.0,1994-09-03,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-12-02,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,426.0,118,2010-02-01,2010-05-31,Llibertat vigilada,2010-02-26,Moderada,Moderada,notapplicable,notapplicable,15.0,6.0,5.0,4.0,5.0,Moderat,Baix,Moderat,Baix,Baix,Moderat,Baix,Baix,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Alt,Absent,Absent,Absent,Present,Absent,Absent,0.43,0.5,0.43,1.0,1.0,2011-11-09 00:00:00,17.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2011-11-09 00:00:00,17.0,1.0,D'1 a 2 anys,Contra la propietat no violent,No violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2008,False
2314,Home,Espanyol,Spain,Barcelona,14.0,1993-06-27,Sense antecedents,3 fets o més,Contra la propietat no violent,No violent,3,2007-11-22,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,482.0,562,2009-03-18,2010-10-01,Llibertat vigilada,2010-08-18,Moderada,notapplicable,notapplicable,notapplicable,13.0,6.0,5.0,2.0,2.0,Alt,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Alt,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Absent,Absent,Present,Present,Present,Present,0.43,0.5,0.43,0.8,0.43,2010-10-02 00:00:00,17.0,3.0,Menys de 6 mesos,Altres,No violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2010-10-02 00:00:00,17.0,3.0,Menys de 6 mesos,Altres,No violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2007,False
2316,Home,Espanyol,Spain,Barcelona,15.0,1992-08-07,Sense antecedents,3 fets o més,Contra les persones,Violent,3,2008-02-09,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,472.0,392,2009-05-26,2010-06-22,Llibertat vigilada,2010-05-13,Moderada,notapplicable,notapplicable,notapplicable,15.0,3.0,4.0,8.0,5.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Alt,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Alt,Present,Absent,Absent,Absent,Absent,Absent,0.14,0.25,0.71,1.0,1.14,2010-07-13 00:00:00,17.0,2.0,Menys de 6 mesos,Contra les persones,Violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2010-07-13 00:00:00,17.0,2.0,Menys de 6 mesos,Contra les persones,Violent,Assessorament tècnic menors,ATM,2 o 3 reincidències,Sí,2008,True
2319,Home,Espanyol,Spain,Barcelona,17.0,1991-06-04,Sense antecedents,1 fet,Contra la propietat no violent,No violent,1,2008-08-14,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,491.0,180,2009-12-18,2010-06-16,Llibertat vigilada,2010-04-08,Baixa,notapplicable,notapplicable,notapplicable,5.0,1.0,2.0,2.0,1.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Absent,Present,Present,Present,Present,Present,0.14,0.0,0.29,0.2,0.29,2010-10-21 00:00:00,19.0,4.0,Menys de 6 mesos,Contra les persones,Violent,MPA - Programes formatius,Altres MPA,Més de 3 reincidències,Sí,2010-10-21 00:00:00,19.0,4.0,Menys de 6 mesos,Contra les persones,Violent,MPA - Programes formatius,Altres MPA,Més de 3 reincidències,Sí,2008,True
2320,Home,Espanyol,Spain,Tarragona,16.0,1993-03-12,Sense antecedents,2 fets,Altres,No violent,2,2009-09-11,Tarragona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,159.0,177,2010-02-17,2010-08-13,Llibertat vigilada,2010-06-18,Baixa,notapplicable,notapplicable,notapplicable,4.0,1.0,1.0,2.0,0.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Present,0.14,0.0,0.14,0.2,0.14,2011-04-24 00:00:00,18.0,1.0,De 6 mesos a 1 any,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2011-04-24 00:00:00,18.0,1.0,De 6 mesos a 1 any,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2009,False
2322,Home,Espanyol,Spain,Girona,17.0,1991-03-07,Sense antecedents,3 fets o més,Contra les persones,Violent,3,2008-11-18,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,114.0,320,2009-03-12,2010-01-27,Llibertat vigilada,2010-01-15,Moderada,Moderada,notapplicable,notapplicable,8.0,3.0,1.0,4.0,2.0,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Moderat,Baix,Moderat,Baix,Baix,Absent,Present,Present,Present,Present,Absent,0.14,0.0,0.71,0.0,0.57,2012-09-29 00:00:00,21.0,4.0,De 2 a 3 anys,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,Més de 3 reincidències,Sí,2012-09-29 00:00:00,21.0,3.0,De 2 a 3 anys,Altres,No violent,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,2008,False
2323,Home,Espanyol,Spain,Barcelona,16.0,1992-09-05,Sense antecedents,2 fets,Contra les persones,Violent,2,2008-12-26,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,362.0,364,2009-12-23,2010-12-22,Llibertat vigilada,2010-10-13,Moderada,notapplicable,notapplicable,notapplicable,12.0,5.0,3.0,4.0,2.0,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Alt,Baix,Moderat,Moderat,Moderat,Baix,Baix,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Baix,Baix,Present,Present,Absent,Present,Present,Absent,0.0,0.75,0.86,0.4,0.43,2013-02-13 00:00:00,20.0,2.0,De 2 a 3 anys,Contra les persones,Violent,MPA - Treballs en benefici de la comunitat,TBC,2 o 3 reincidències,Sí,2013-02-13 00:00:00,20.0,1.0,De 2 a 3 anys,Contra les persones,Violent,MPA - Treballs en benefici de la comunitat,TBC,1 reincidència,Sí,2008,True
2324,Dona,Espanyol,Spain,Barcelona,14.0,1994-04-14,Sense antecedents,3 fets o més,Contra la propietat violent,Violent,3,2008-09-10,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,285.0,363,2009-06-22,2010-06-21,Llibertat vigilada,2010-04-07,Baixa,notapplicable,notapplicable,notapplicable,3.0,3.0,0.0,0.0,0.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Alt,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Present,Present,Present,Present,Present,Present,0.0,0.25,0.0,0.0,0.29,2012-03-02 00:00:00,17.0,1.0,D'1 a 2 anys,Contra les persones,Violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2012-03-02 00:00:00,17.0,1.0,D'1 a 2 anys,Contra les persones,Violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2008,True
2327,Home,Espanyol,Spain,Barcelona,15.0,1994-12-29,Sense antecedents,2 fets,Contra la propietat violent,Violent,2,2010-02-03,Barcelona,Assessorament tècnic menors,ATM,Assessorament tècnic menors,Menys de 6 mesos,41.0,30,2010-03-16,2010-04-16,Llibertat vigilada,2010-03-16,Moderada,Baixa,notapplicable,notapplicable,14.0,3.0,3.0,8.0,2.0,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Baix,Baix,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Baix,Moderat,Moderat,Alt,Baix,Alt,Present,Present,Present,Present,Absent,Absent,0.14,0.0,1.0,0.4,0.86,2010-05-11 00:00:00,15.0,6.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Realització de tasques socioeducatives,Altres MO,Més de 3 reincidències,Sí,2010-05-11 00:00:00,15.0,6.0,Menys de 6 mesos,Contra la propietat no violent,No violent,Realització de tasques socioeducatives,Altres MO,Més de 3 reincidències,Sí,2010,False
2328,Home,Espanyol,Spain,Barcelona,14.0,1994-04-19,Sense antecedents,1 fet,Contra la propietat violent,Violent,1,2008-06-05,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,417.0,364,2009-07-27,2010-07-26,Llibertat vigilada,2010-07-08,Baixa,Baixa,notapplicable,notapplicable,6.0,2.0,1.0,3.0,1.0,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Alt,Baix,Baix,Present,Present,Present,Present,Present,Absent,0.14,0.0,0.57,0.0,0.29,2010-11-04 00:00:00,16.0,1.0,Menys de 6 mesos,Contra la propietat violent,Violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2010-11-04 00:00:00,16.0,1.0,Menys de 6 mesos,Contra la propietat violent,Violent,Assessorament tècnic menors,ATM,1 reincidència,Sí,2008,True
2331,Home,Espanyol,Spain,Girona,15.0,1993-10-04,Sense antecedents,1 fet,Altres,No violent,1,2009-02-05,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,274.0,124,2009-11-06,2010-03-11,Llibertat vigilada,2010-02-09,Baixa,Baixa,notapplicable,notapplicable,7.0,4.0,2.0,1.0,0.0,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Alt,Moderat,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Present,Present,Present,Present,Present,Present,0.0,0.75,0.29,0.2,0.14,2010-07-09 00:00:00,16.0,1.0,Menys de 6 mesos,Contra les persones,Violent,Convivència amb altres persones,Altres MO,1 reincidència,Sí,2010-07-09 00:00:00,16.0,1.0,Menys de 6 mesos,Contra les persones,Violent,Convivència amb altres persones,Altres MO,1 reincidència,Sí,2009,True
2333,Home,Espanyol,Spain,Barcelona,15.0,1992-06-28,Sense antecedents,1 fet,Altres,No violent,1,2008-04-01,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,391.0,449,2009-04-27,2010-07-21,Llibertat vigilada,2010-05-27,Baixa,notapplicable,notapplicable,notapplicable,2.0,1.0,0.0,1.0,2.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Absent,Present,Present,Present,Present,Absent,0.0,0.0,0.0,0.0,0.57,2013-03-06 00:00:00,20.0,1.0,De 2 a 3 anys,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí,2013-03-06 00:00:00,20.0,1.0,De 2 a 3 anys,Contra la propietat violent,Violent,SIPC - Preventiva,Presó,1 reincidència,Sí,2008,True
2776,Home,Espanyol,Spain,Barcelona,17.0,1990-12-12,Sense antecedents,3 fets o més,Contra les persones,Violent,3,2008-05-22,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,416.0,412,2009-07-12,2010-08-28,Llibertat vigilada,2010-04-28,Alta,Alta,notapplicable,notapplicable,40.0,18.0,10.0,12.0,6.0,Alt,Alt,Moderat,Moderat,Alt,Alt,Alt,Alt,Alt,Alt,Alt,Alt,Alt,Moderat,Alt,Moderat,Alt,Alt,Moderat,Alt,Moderat,Moderat,Alt,Moderat,Absent,Absent,Absent,Absent,Absent,Absent,1.57,2.0,1.71,1.2,1.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
2777,Home,Espanyol,Spain,Barcelona,16.0,1992-06-12,Sense antecedents,3 fets o més,Contra les persones,Violent,3,2009-01-24,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,514.0,97,2010-06-22,2010-09-28,Llibertat vigilada,2010-07-08,Moderada,notapplicable,notapplicable,notapplicable,15.0,2.0,5.0,8.0,6.0,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Alt,Baix,Moderat,Moderat,Absent,Absent,Absent,Absent,Absent,Absent,0.29,0.25,1.0,0.8,1.0,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2009,False
2778,Home,Espanyol,Spain,Lleida,17.0,1989-04-11,Sense antecedents,1 fet,Contra les persones,Violent,1,2007-02-10,Lleida,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,940.0,148,2009-09-07,2010-02-03,Llibertat vigilada,2010-01-27,Alta,notapplicable,notapplicable,notapplicable,30.0,8.0,7.0,15.0,5.0,Alt,Alt,Moderat,Baix,Baix,Baix,Moderat,Baix,Baix,Alt,Moderat,Moderat,Moderat,Alt,Alt,Baix,Alt,Alt,Alt,Moderat,Alt,Alt,Alt,Alt,Present,Absent,Absent,Absent,Absent,Absent,1.14,0.25,1.57,1.2,1.29,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
2779,Home,Espanyol,Spain,Barcelona,17.0,1990-03-31,Sense antecedents,2 fets,Contra les persones,Violent,2,2007-05-19,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Més d'1 any,667.0,368,2009-03-16,2010-03-19,Llibertat vigilada,2010-03-18,Baixa,notapplicable,notapplicable,notapplicable,8.0,2.0,3.0,3.0,0.0,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Baix,Alt,Moderat,Baix,Baix,Alt,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Baix,Alt,Present,Present,Present,Present,Present,Present,0.29,0.0,0.0,0.4,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2007,False
2780,Dona,Espanyol,Spain,Barcelona,16.0,1992-10-21,Sense antecedents,2 fets,Contra les persones,Violent,2,2008-12-19,Barcelona,Llibertat vigilada,Mesures d'execució,LV,Menys de 6 mesos,437.0,119,2010-03-01,2010-06-28,Llibertat vigilada,2010-04-01,Moderada,notapplicable,notapplicable,notapplicable,28.0,13.0,7.0,8.0,2.0,Moderat,Baix,Moderat,Moderat,Moderat,Alt,Alt,Alt,Alt,Moderat,Moderat,Baix,Moderat,Alt,Moderat,Alt,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Absent,Absent,Present,Present,Present,Present,0.86,2.0,0.86,1.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
2781,Dona,Espanyol,Spain,Barcelona,14.0,1994-03-29,Sense antecedents,1 fet,Contra les persones,Violent,1,2008-12-14,Barcelona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,337.0,207,2009-11-16,2010-06-11,Llibertat vigilada,2010-06-11,Moderada,notapplicable,notapplicable,notapplicable,23.0,11.0,6.0,6.0,4.0,Moderat,Moderat,Baix,Alt,Baix,Alt,Alt,Baix,Moderat,Alt,Moderat,Moderat,Moderat,Alt,Baix,Moderat,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Absent,Absent,Absent,Present,Present,Absent,0.86,1.25,0.86,1.0,0.71,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
2782,Home,Espanyol,Spain,Girona,16.0,1992-02-14,Sense antecedents,2 fets,Contra les persones,Violent,2,2008-10-10,Girona,Llibertat vigilada,Mesures d'execució,LV,De 6 mesos a 1 any,280.0,214,2009-07-17,2010-02-17,Llibertat vigilada,2010-02-15,Moderada,notapplicable,notapplicable,notapplicable,9.0,2.0,1.0,6.0,3.0,Baix,Baix,Baix,Baix,Baix,Moderat,Baix,Baix,Baix,Moderat,Moderat,Baix,Baix,Baix,Baix,Baix,Baix,Moderat,Moderat,Moderat,Moderat,Moderat,Baix,Moderat,Absent,Absent,Present,Present,Present,Absent,0.29,0.25,0.57,0.2,0.57,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,No,2008,False
